12.0,125
28.0,3429
60.0,4622
174.0,4747
356.0,682
400.0,3492
427.0,4717
502.0,279
503.0,3549
535.0,4097
569.0,1561
678.0,1776
696.0,2635
699.0,1404
720.0,2516
734.0,1393
750.0,3458
769.0,316
822.0,3697
824.0,4839
1007.0,2771
1051.0,2746
1091.0,2320
1105.0,2684
1169.0,785
1192.0,2216
1239.0,3395
1354.0,2032
1356.0,550
1459.0,2498
1511.0,1389
1534.0,180
1616.0,4430
1616.0,1822
1623.0,533
1624.0,4099
1640.0,1734
1660.0,3284
1672.0,3749
1689.0,3960
2094.0,1624
2160.0,3072
2204.0,4015
2209.0,2791
2261.0,4950
2264.0,2923
2283.0,1139
2295.0,3083
2311.0,3474
2366.0,1014
2462.0,4478
2470.0,1326
2608.0,2402
2661.0,832
2675.0,94
2731.0,2249
2771.0,42
2885.0,696
3033.0,2006
3161.0,441
3046.0,2415
3067.0,258
3157.0,329
3160.0,4491
3160.0,3066
3186.0,3619
3278.0,2871
3295.0,3746
3371.0,3085
3434.0,2550
3482.0,463
3486.0,3269
3543.0,3060
3712.0,3966
3712.0,3294
3739.0,702
3853.0,2511
3865.0,4122
3913.0,4327
3936.0,1199
4098.0,979
4099.0,1813
4143.0,1621
4194.0,3798
4332.0,3342
4339.0,4851
4407.0,2510
4602.0,4157
4699.0,1952
4700.0,3749
4749.0,1855
4772.0,1357
4897.0,1443
4953.0,2421
4998.0,3124
5091.0,4847
5093.0,3034
5266.0,4853
5342.0,263
5349.0,994
5034.0,4353
5048.0,1020
5076.0,4788
5095.0,146
5164.0,3209
5202.0,1675
5262.0,1536
5264.0,4739
5364.0,2828
5364.0,4980
5406.0,258
5439.0,4495
5441.0,2241
5454.0,2990
5500.0,2567
5606.0,1383
5736.0,4446
5765.0,4696
5848.0,1003
5892.0,2913
6141.0,4112
6208.0,846
6262.0,2357
6307.0,2752
6333.0,1404
6539.0,98
6539.0,4879
6560.0,798
6569.0,709
6572.0,470
6600.0,639
6613.0,458
6653.0,263
6782.0,1051
6937.0,4060
6952.0,854
7063.0,885
7118.0,4330
7157.0,2204
7168.0,4471
7033.0,3726
7053.0,3892
7190.0,363
7246.0,473
7386.0,2383
7409.0,2158
7455.0,3616
7459.0,766
7558.0,431
7731.0,4148
7931.0,1148
7947.0,535
7973.0,304
7995.0,2586
8031.0,2461
8173.0,3004
8235.0,3063
8235.0,3006
8306.0,4007
8467.0,1811
8021.0,423
8087.0,3043
8112.0,4005
8137.0,2407
8181.0,265
8314.0,2947
8467.0,4784
8734.0,4107
8991.0,2738
9026.0,2405
9046.0,2560
9124.0,3361
9143.0,2450
9153.0,3061
9169.0,824
9203.0,4510
9223.0,127
9236.0,3686
9274.0,809
9296.0,189
9046.0,1606
9066.0,2469
9079.0,2654
9257.0,4649
9299.0,1190
9366.0,1257
9453.0,4602
9613.0,3532
